package,version,label,timestamp
PyAudit,1.0.3,malicious,2019-05-02T16:22:29
libarchive,0.4.7,benign,2019-07-01T03:47:07
azure_cli_command_modules_nspkg,2.0.3,benign,2019-07-02T20:19:28
ffmpeg_python,0.2.0,benign,2019-07-06T00:19:07
colcon-argcomplete,0.3.3,benign,2019-07-16T22:29:06
socketio,0.2.1,benign,2019-08-12T12:33:43
flask_restplus,0.13.0,benign,2019-08-12T21:51:40
commonmark,0.9.1,benign,2019-10-04T15:37:37
BeautifulSoup,3.2.2,malicious,2019-10-05T11:28:41
click-completion,0.5.2,benign,2019-10-15T16:21:42
ipaddress,1.0.23,benign,2019-10-18T01:30:24
pdfminer,20191125,benign,2019-11-25T12:02:21
decouple,0.0.7,benign,2019-12-25T15:01:39
mouse,0.7.1,benign,2020-01-01T16:51:33
square,0.0.3,benign,2020-01-07T17:35:28
jieba,0.42.1,benign,2020-01-20T14:27:23
imgaug,0.4.0,benign,2020-02-05T20:54:22
fuzzywuzzy,0.18.0,benign,2020-02-13T21:06:25
jsonfield,3.1.0,benign,2020-02-22T08:42:29
sphinxcontrib_qthelp,1.0.3,benign,2020-02-29T04:19:08
aredis,1.1.8,malicious,2020-03-01T16:24:14
zope.i18nmessageid,5.0.1,benign,2020-03-10T12:53:47
enum34,1.1.10,benign,2020-03-10T17:47:58
google_pasta,0.2.0,benign,2020-03-13T18:57:47
keyboard,0.13.5,benign,2020-03-23T21:47:05
usb,0.0.83.dev0,benign,2020-03-27T13:14:58
dotted_dict,1.1.3,benign,2020-04-08T20:45:56
django-memoize,2.3.1,benign,2020-04-27T06:47:14
escapism,1.0.1,benign,2020-04-30T10:54:17
are,0.0.0.1,malicious,2020-05-02T03:36:50
appdirs,1.4.4,benign,2020-05-11T07:59:51
Keras_Preprocessing,1.1.2,benign,2020-05-14T03:53:47
netaddr2,0.7.19,malicious,2020-05-22T10:27:13
clikit,0.6.2,benign,2020-06-09T20:17:17
pytest-dotenv,0.5.2,benign,2020-06-16T12:38:01
html5lib,1.1,benign,2020-06-22T23:32:38
backports.zoneinfo,0.2.1,benign,2020-06-23T13:51:18
wcwidth,0.2.5,benign,2020-06-23T16:10:28
stellargraph,1.2.1,benign,2020-06-30T05:10:45
flaky,3.7.0,benign,2020-07-08T21:32:31
path.py,12.5.0,benign,2020-07-27T23:53:37
nbval,0.9.6,benign,2020-07-30T10:58:32
sphinxcontrib_websupport,1.2.4,benign,2020-08-09T15:35:26
bullet,2.2.0,benign,2020-08-14T05:01:47
inflection,0.5.1,benign,2020-08-22T08:16:27
hpack,4.0.0,benign,2020-08-30T10:35:56
alibabacloud_endpoint_util,0.0.3,benign,2020-09-16T07:27:42
pyserial,3.5b0,benign,2020-09-21T01:26:30
kafka_python,2.0.2,benign,2020-09-30T07:24:01
bump2version,1.0.1,benign,2020-10-07T18:38:38
passlib,1.7.4,benign,2020-10-08T19:00:49
sniffio,1.2.0,benign,2020-10-11T18:25:36
querystring_parser,1.2.4,benign,2020-10-21T22:33:33
toml,0.10.2,benign,2020-11-01T01:40:20
halo,0.0.31,benign,2020-11-10T02:36:48
pyquery,1.4.3,benign,2020-11-21T09:17:43
addict,2.4.0,benign,2020-11-21T16:21:29
dacite,1.6.0,benign,2020-11-30T09:08:05
slicer,0.0.7,benign,2020-12-16T02:38:00
smdebug_rulesconfig,1.0.1,benign,2020-12-18T23:54:51
twitterbot2,0.0.5,malicious,2020-12-31T22:10:02
chevron,0.14.0,benign,2021-01-02T22:47:57
Flask_Cors,3.0.10,benign,2021-01-06T00:25:41
hyperlink,21.0.0,benign,2021-01-08T05:51:20
parameterized,0.8.1,benign,2021-01-09T20:35:16
sshtunnel,0.4.0,benign,2021-01-11T13:26:29
python-Levenshtein,0.12.2,benign,2021-02-01T13:03:13
quarto,0.1.0,benign,2021-02-03T21:53:10
trio_websocket,0.9.2,benign,2021-02-05T11:55:42
pyperclip,1.8.2,benign,2021-02-21T01:04:55
aiosqlite,0.17.0,benign,2021-02-22T01:01:07
pydub,0.25.1,benign,2021-03-10T02:09:54
py-cpuinfo,8.0.0,benign,2021-04-14T16:53:43
asttokens,2.0.5,benign,2021-04-19T15:38:24
langdetect,1.0.9,benign,2021-05-07T07:54:13
trello,0.9.7.3,benign,2021-05-10T16:55:52
flatbuffers,2.0,benign,2021-05-10T19:55:09
flake82,3.9.2,malicious,2021-05-12T00:30:17
python-docx,0.8.11,benign,2021-05-15T22:18:24
sphinxcontrib_htmlhelp,2.0.0,benign,2021-05-22T16:02:11
typing_utils,0.1.0,benign,2021-05-23T18:12:33
netifaces,0.11.0,benign,2021-05-31T08:33:02
python_jose,3.3.0,benign,2021-06-05T03:30:38
click_help_colors,0.9.1,benign,2021-07-11T11:59:14
geopy,2.2.0,benign,2021-07-11T12:15:26
ldap3,2.9.1,benign,2021-07-18T06:34:21
playsound,1.3.0,benign,2021-07-24T03:21:22
pydeequ,1.0.1,benign,2021-07-29T18:22:41
pytest_checkdocs,2.7.1,benign,2021-07-31T03:44:14
vcver,0.2.12,benign,2021-08-10T05:21:09
monotonic,1.6,benign,2021-08-11T14:37:28
singledispatch,3.7.0,benign,2021-08-14T02:38:20
yaspin,2.1.0,benign,2021-08-14T16:28:56
httpretty,1.1.4,benign,2021-08-16T19:35:31
lm_dataformat,0.0.20,benign,2021-08-29T18:06:58
Deprecated,1.2.13,benign,2021-09-05T11:13:17
sphinx_argparse,0.3.1,benign,2021-09-06T20:01:55
singer-python,5.12.2,benign,2021-09-08T17:37:08
pytest_rerunfailures,10.2,benign,2021-09-17T06:08:24
humanfriendly,10.0,benign,2021-09-17T21:40:39
hvac,0.11.2,benign,2021-09-23T17:47:10
10Cent10,999.0.4,malicious,2021-09-26T23:38:54
furl,2.1.3,benign,2021-09-27T21:31:14
toposort,1.7,benign,2021-09-28T17:02:38
requests_futures,1.0.0,benign,2021-09-29T00:23:32
ConfigArgParse,1.5.3,benign,2021-10-03T00:17:22
google-crc32c,1.3.0,benign,2021-10-05T22:43:11
joblib,1.1.0a0,benign,2021-10-07T14:14:37
pycel,1.0b30,benign,2021-10-13T18:37:05
lmfit,1.0.3,benign,2021-10-14T19:53:01
flake8-quotes,3.3.1,benign,2021-10-19T07:07:05
gitdb,4.0.9,benign,2021-10-24T13:40:41
yarl,1.7.2,benign,2021-11-01T20:23:48
py,1.11.0,benign,2021-11-04T17:17:00
cx-oracle,8.3.0,benign,2021-11-04T22:08:34
pycparser,2.21,benign,2021-11-06T12:50:13
sparkpost,1.3.10,benign,2021-11-09T15:37:22
botaa3,1.0.0,malicious,2021-11-17T18:30:41
packaging,21.3,benign,2021-11-18T00:39:10
robotframework-sshlibrary,3.8.0,benign,2021-11-18T10:02:12
hydra_slayer,0.4.0,benign,2021-11-21T08:19:22
folium,0.12.1.post1,benign,2021-11-22T17:22:38
aiofiles,0.8.0,benign,2021-11-27T15:05:27
strictyaml,1.6.1,benign,2021-11-28T18:09:04
schema,0.7.5,benign,2021-12-01T20:49:21
PuLP,2.6.0,benign,2021-12-04T21:59:58
pystache,0.6.0,benign,2021-12-08T14:57:37
upgini,0.10.0a11,malicious,2021-12-08T20:10:22
argon2_cffi,21.3.0,benign,2021-12-11T11:47:48
isodate,0.6.1,benign,2021-12-13T20:28:29
memory_profiler,0.60.0,benign,2021-12-18T13:42:24
plumbum,1.7.2,benign,2021-12-23T19:58:48
aioredis,2.0.1,benign,2021-12-27T20:28:17
redis2,2.10.6.3,malicious,2022-01-01T06:19:51
decorator,5.1.1,benign,2022-01-07T08:20:03
jellyfish,0.9.0,benign,2022-01-07T20:20:43
sphinx_automodapi,0.14.1,benign,2022-01-12T18:23:46
pyrsistent,0.18.1,benign,2022-01-14T19:55:29
jsmin,3.0.1,benign,2022-01-16T20:35:59
frozenlist,1.3.0a0,benign,2022-01-18T14:44:45
unittest_xml_reporting,3.2.0,benign,2022-01-20T19:09:53
pure_eval,0.2.2,benign,2022-01-22T15:41:27
apple-py-music,1.0,malicious,2022-01-23T21:36:40
mccabe,0.7.0,benign,2022-01-24T01:14:51
multidict,6.0.2,benign,2022-01-24T16:56:02
requests_oauthlib,1.3.1,benign,2022-01-29T18:52:22
threadpoolctl,3.1.0,benign,2022-01-31T16:31:46
python_decouple,3.6,benign,2022-02-02T19:25:29
entrypoints,0.4,benign,2022-02-02T21:30:26
httplib2,0.20.4,benign,2022-02-03T00:00:29
sphinx_bootstrap_theme,0.8.1,benign,2022-02-03T20:27:24
aliyun-python-sdk-core,2.13.36,benign,2022-02-07T09:10:20
tomli,2.0.1,benign,2022-02-08T10:54:02
clang,14.0,benign,2022-02-12T17:56:58
wsproto,1.1.0,benign,2022-02-27T09:39:16
APScheduler,3.9.1,benign,2022-02-27T16:06:31
azure-cli-ml-preview,97.10.0,malicious,2022-02-27T20:27:09
einops,0.4.1,benign,2022-03-04T09:32:08
dnspython,2.2.1,benign,2022-03-06T23:36:12
sendgrid,6.9.7,benign,2022-03-09T20:26:08
cloudscraper,1.2.60,benign,2022-03-15T12:33:17
asn1crypto,1.5.1,benign,2022-03-15T14:46:51
ZODB,5.7.0,benign,2022-03-17T10:12:38
dateparser,1.1.1,benign,2022-03-17T15:43:01
dbt_extractor,0.4.1,benign,2022-03-17T20:24:21
freezegun,1.2.1,benign,2022-03-18T09:06:37
fastapi-toolkit,0.0.4,malicious,2022-03-21T09:34:56
mixer,7.2.2,benign,2022-03-23T14:39:33
bidict,0.22.0,benign,2022-03-23T22:21:10
requests_aws4auth,1.1.2,benign,2022-03-24T16:23:54
plac,1.3.5,benign,2022-03-30T11:54:53
thrift,0.16.0,benign,2022-03-31T14:54:06
sphinxcontrib_bibtex,2.4.2,benign,2022-04-10T18:57:18
tokenizers,0.12.1,benign,2022-04-13T10:17:35
pymssql,2.2.5,benign,2022-04-13T19:15:05
umap-learn,0.5.3,benign,2022-04-13T21:20:36
soupsieve,2.3.2.post1,benign,2022-04-14T12:57:59
fofa,1.0.2,benign,2022-04-15T07:41:07
readme_renderer,35.0,benign,2022-04-19T17:32:01
locket,1.0.0,benign,2022-04-20T22:04:42
Pint,0.19.2,benign,2022-04-23T16:12:31
zict,2.2.0,benign,2022-04-28T14:19:43
motor,3.0.0,benign,2022-04-28T18:25:13
prettytable,3.3.0,benign,2022-05-05T15:21:28
pyravendb,5.0.0.5,benign,2022-05-06T07:23:54
shortuuid,1.0.9,benign,2022-05-08T09:57:42
c2,0.1.0,malicious,2022-05-10T03:42:23
pyparsing,3.0.9,benign,2022-05-10T23:26:03
bitcommit,0.1.7,malicious,2022-05-11T14:47:19
deepdiff,5.8.1,benign,2022-05-13T06:43:50
anyio,3.6.1,benign,2022-05-13T12:50:47
oslo.log,5.0.0,benign,2022-05-19T09:48:21
cloudpickle,2.1.0,benign,2022-05-20T15:36:32
python_novaclient,18.0.0,benign,2022-05-20T20:25:30
typed_ast,1.5.4,benign,2022-05-21T21:30:52
build,0.8.0,benign,2022-05-22T15:10:32
pg8000,1.29.1,benign,2022-05-23T00:22:18
pypandoc,1.8.1,benign,2022-05-23T01:37:16
mlxtend,0.20.0,benign,2022-05-27T02:03:51
autopage,0.5.1,benign,2022-05-27T14:51:03
mkdocstrings,0.19.0,benign,2022-05-28T15:55:53
cachetools,5.2.0,benign,2022-05-29T20:53:04
napari,0.4.16rc7,benign,2022-05-31T09:05:59
google_auth_oauthlib,0.5.2,benign,2022-06-09T15:20:12
myst_nb,0.16.0,benign,2022-06-13T17:29:37
zeroconf,0.38.7,benign,2022-06-14T17:51:47
google_cloud_bigtable,2.10.1,benign,2022-06-15T16:19:05
shap,0.41.0,benign,2022-06-16T00:43:28
Babel,2.10.3,benign,2022-06-16T06:31:20
databricks_api,0.8.0,benign,2022-06-17T21:40:00
psd-tools,1.9.21,benign,2022-06-18T15:02:06
nibabel,4.0.1,benign,2022-06-18T17:11:31
huggingface_hub,0.8.1,benign,2022-06-21T15:21:13
geoip2,4.6.0,benign,2022-06-21T16:18:49
tabulate,0.8.10,benign,2022-06-21T16:26:40
oslo.utils,6.0.0,benign,2022-06-23T09:41:08
flask-requests-complex,0.0.1,malicious,2022-06-24T17:40:04
bs4tools,0.0.1,malicious,2022-06-24T20:48:42
nodeenv,1.7.0,benign,2022-06-25T15:38:17
ascii2text,2.4,malicious,2022-06-26T17:30:57
PyMuPDF,1.20.1,benign,2022-06-27T16:12:05
delta_spark,2.0.0rc1,benign,2022-06-28T05:05:08
pip_tools,6.8.0,benign,2022-06-30T09:26:49
trytond,6.4.3,benign,2022-07-01T21:03:57
BeautifulSoup-new,3.0.0,malicious,2022-07-02T17:49:00
Bottleneck,1.3.5rc2,benign,2022-07-02T18:29:27
requests-beta,2.26.1,malicious,2022-07-02T19:35:36
beautifulsoup4-new,4.12.11,malicious,2022-07-02T19:49:41
pystan,3.5.0,benign,2022-07-04T12:59:41
opentelemetry_api,1.12.0rc2,benign,2022-07-04T13:31:40
opentelemetry_sdk,1.12.0rc2,benign,2022-07-04T13:32:05
proto_plus,1.21.0b1,benign,2022-07-05T15:44:35
Flask_AppBuilder,4.1.3rc1,benign,2022-07-05T15:58:56
opencensus_ext_azure,1.1.5,benign,2022-07-05T18:07:09
jupyterlab_server,2.15.0,benign,2022-07-05T21:39:42
github,1.2.7,benign,2022-07-06T15:11:45
boxsdk,3.4.0,benign,2022-07-06T16:03:33
atomicwrites,1.4.1,benign,2022-07-08T18:31:40
python_json_logger,2.0.4,benign,2022-07-11T14:08:04
pelican,4.8.0,benign,2022-07-11T17:51:09
oslo.serialization,5.0.0,benign,2022-07-12T09:21:44
zipp,3.8.1,benign,2022-07-12T14:21:20
attr,0.3.2,malicious,2022-07-13T08:24:29
kfp-server-api,2.0.0a3,benign,2022-07-13T19:53:59
apache_airflow_providers_cncf_kubernetes,4.2.0rc1,benign,2022-07-13T20:57:50
jaraco.functools,3.5.1,benign,2022-07-14T05:18:17
mistune,3.0.0a3,benign,2022-07-14T06:00:39
keyring,23.7.0,benign,2022-07-14T06:39:26
google_cloud_monitoring,2.10.1,benign,2022-07-14T14:11:58
gql,3.4.0,benign,2022-07-14T15:32:28
pyodbc,4.0.34,benign,2022-07-14T20:40:25
python_keystoneclient,5.0.0,benign,2022-07-15T08:17:58
pytest_asyncio,0.19.0,benign,2022-07-15T08:25:11
Markdown,3.4.1,benign,2022-07-15T19:15:37
pybind11,2.10.0,benign,2022-07-16T02:35:40
nose2,0.12.0,benign,2022-07-16T16:38:56
brokescolors,0.0.0,malicious,2022-07-16T21:58:23
Wand,0.6.8,benign,2022-07-17T00:31:35
fastjsonschema,2.16.1,benign,2022-07-17T07:51:53
trimesh,3.12.9,benign,2022-07-17T19:52:14
datasette,0.62a1,benign,2022-07-18T01:16:53
accelerate,0.11.0,benign,2022-07-18T12:55:09
google_cloud_dlp,3.8.0,benign,2022-07-18T13:13:16
google_cloud_audit_log,0.2.3,benign,2022-07-18T13:25:48
google_cloud_appengine_logging,1.1.3,benign,2022-07-18T13:26:50
google_cloud_vision,3.0.0,benign,2022-07-18T16:12:27
networkx,2.8.5,benign,2022-07-18T21:24:59
bitarray,2.6.0,benign,2022-07-19T06:36:02
oss2,2.16.0,benign,2022-07-20T09:47:48
google_cloud_spanner,3.17.0,benign,2022-07-20T10:40:39
dask,2022.7.1,benign,2022-07-22T21:10:13
geopandas,0.11.1,benign,2022-07-24T11:19:14
slack_sdk,3.18.1,benign,2022-07-25T04:51:38
hypothesis,6.53.0,benign,2022-07-25T09:32:16
regex,2022.7.25,benign,2022-07-25T14:30:04
Flask_Login,0.6.2,benign,2022-07-25T15:15:49
adafruit-circuitpython-busdevice,5.2.0,benign,2022-07-26T15:29:41
google_api_python_client,2.55.0,benign,2022-07-26T16:31:30
gremlinpython,3.6.1,benign,2022-07-26T20:16:07
transformers,4.21.0,benign,2022-07-27T13:37:21
sqlalchemy_redshift,0.8.11,benign,2022-07-27T20:21:15
Werkzeug,2.2.1,benign,2022-07-27T20:44:18
Flask_JWT_Extended,4.4.3,benign,2022-07-27T21:44:59
astroquery,0.4.7.dev7946,benign,2022-07-27T22:20:02
types_setuptools,63.2.2,benign,2022-07-28T01:53:39
wasabi,0.10.1,benign,2022-07-28T08:17:53
sentry_sdk,1.9.0,benign,2022-07-28T11:28:03
s3fs,2022.7.1,benign,2022-07-29T00:54:20
rope,1.3.0,benign,2022-07-29T12:57:24
cfn_lint,0.61.4,benign,2022-07-29T16:14:57
dbt_core,1.3.0b1,benign,2022-07-29T16:23:37
aws_cdk.aws_events,1.166.1,benign,2022-07-29T18:00:46
aws_cdk.aws_s3,1.166.1,benign,2022-07-29T18:03:08
dbt_snowflake,1.3.0b1,benign,2022-07-29T18:33:51
aws_cdk_lib,2.34.2,benign,2022-07-30T01:14:22
Flask_Caching,2.0.1,benign,2022-07-30T15:20:50
inflect,6.0.0,benign,2022-07-30T19:31:25
boto3_stubs,1.24.42,benign,2022-07-30T20:28:45
setuptools,63.3.0,benign,2022-08-01T01:30:55
billiard,4.0.1,benign,2022-08-01T08:13:45
constructs,10.1.64,benign,2022-08-02T00:09:33
arcalife,4.4.2,malicious,2022-08-17T23:36:13
dpkt,1.9.8,benign,2022-08-18T05:54:13
asn2crypto,4.5.2,malicious,2022-08-23T10:58:18
django-web4-auth,4.5.2,malicious,2022-08-23T11:01:38
django-web2-auth,4.5.2,malicious,2022-08-23T11:01:46
django-web3-aut,4.5.2,malicious,2022-08-23T11:01:58
file-magic,0.4.1,benign,2022-09-01T12:13:31
kmodes,0.12.2,benign,2022-09-06T19:36:34
korean_lunar_calendar,0.3.1,benign,2022-09-16T10:53:23
realesrgan,0.3.0,benign,2022-09-20T11:49:54
checkscrapeinfo,1.0.0,malicious,2022-09-24T21:14:42
streamlit-camera-input-live,0.2.0,benign,2022-09-27T16:09:29
1inch,8.6,malicious,2022-09-29T10:38:05
backoff,2.2.1,benign,2022-10-05T19:19:32
ceedee,0.1,malicious,2022-10-13T01:32:38
colorama,0.4.6,benign,2022-10-25T02:36:22
aiopg,1.4.0,benign,2022-10-26T09:31:49
drawtime,0.9,malicious,2022-10-31T13:08:33
pystyle,2.9,malicious,2022-11-04T19:31:10
bloxflipscraper,0.0.0,malicious,2022-11-06T18:47:56
cloorama,0.1,malicious,2022-11-06T19:16:51
baeutifulsoup4,0.1,malicious,2022-11-06T21:07:55
djangoo,0.1,malicious,2022-11-07T14:07:23
python-flask,0.1,malicious,2022-11-07T14:17:48
python3-flask,0.1,malicious,2022-11-07T14:34:08
color-utility,0.2.8,malicious,2022-11-09T04:05:05
grandslam,0.1.0,malicious,2022-11-15T22:48:30
colors-it,2.1.3,malicious,2022-11-17T21:53:12
coloram,0.2.7,malicious,2022-11-18T01:20:45
nexusproto,1.0.0,malicious,2022-11-22T17:06:02
aio3,0.2.8,malicious,2022-12-20T04:07:18
botocote,0.0.1,malicious,2022-12-21T09:26:21
colorama-py,0.6,malicious,2022-12-22T15:55:13
pyproximabe,0.2,malicious,2022-12-29T03:35:21
adm4,1.9.0,malicious,2023-01-05T17:12:41
requestse,2.28.2,malicious,2023-02-02T19:44:50
bingchilling2,1.0,malicious,2023-02-06T14:13:52
3m-promo-link-gen,1.0,malicious,2023-02-07T15:36:41
bitoinlib,0.1,malicious,2023-02-09T16:53:02
bitcionlib,0.1,malicious,2023-02-09T16:53:06
btcoinlib,0.1,malicious,2023-02-09T16:53:16
bitcoinlibb,0.1,malicious,2023-02-09T16:53:30
certifo,2022.12.7,malicious,2023-02-09T16:56:12
certif,2022.9.24,malicious,2023-02-10T06:54:33
clorama,0.1,malicious,2023-02-10T10:38:26
beautiflusoup4,0.1,malicious,2023-02-10T10:42:41
beautifulsooup4,0.1,malicious,2023-02-10T10:43:04
beautifulsuop4,0.1,malicious,2023-02-10T10:43:10
beautiifulsoup4,0.1,malicious,2023-02-10T10:43:12
beautifuloup4,0.1,malicious,2023-02-10T10:43:20
beautifulsoup44,0.1,malicious,2023-02-10T10:43:32
beautifulsoupp4,0.1,malicious,2023-02-10T10:43:43
cikit-learn,0.1,malicious,2023-02-10T18:14:01
ppandas,0.1,malicious,2023-02-10T18:19:09
aiohttpp,0.1,malicious,2023-02-10T18:45:57
aiohtpt,0.1,malicious,2023-02-10T18:46:15
aioohttp,0.1,malicious,2023-02-10T18:46:21
clicck,0.1,malicious,2023-02-11T09:24:49
requestss-toolbelt,0.1,malicious,2023-02-11T09:56:17
requests-toolbellt,0.1,malicious,2023-02-11T09:56:43
requests-toollbelt,0.1,malicious,2023-02-11T09:56:55
beautifulsoupp,0.1,malicious,2023-02-11T10:42:36
beeautifulsoup,0.1,malicious,2023-02-11T10:42:49
beautifulosup,0.1,malicious,2023-02-11T10:43:08
beautifulsopu,0.1,malicious,2023-02-11T10:43:13
beautifulssoup,0.1,malicious,2023-02-11T10:44:05
beauitfulsoup,0.1,malicious,2023-02-11T10:44:40
beautifuloup,0.1,malicious,2023-02-11T10:45:02
beauutifulsoup,0.1,malicious,2023-02-11T10:45:42
beautiflsoup,0.1,malicious,2023-02-11T10:45:51
beautfiulsoup,0.1,malicious,2023-02-11T10:46:10
beuatifulsoup,0.1,malicious,2023-02-11T10:46:24
convocations,0.1,malicious,2023-02-12T08:14:14
colourfool,0.1.5,malicious,2023-02-12T12:23:01
figlets,5,malicious,2023-02-22T20:40:56
morecolor,5,malicious,2023-02-22T22:15:29
colorsmore,5,malicious,2023-02-22T22:27:07
colormore,5,malicious,2023-02-22T22:33:02
colourplus,5,malicious,2023-02-22T22:40:20
exo-steal,5,malicious,2023-02-23T14:58:18
fortnoob123,5,malicious,2023-02-23T15:06:56
gradientcolors,5,malicious,2023-02-23T15:53:42
colorsgradient,10,malicious,2023-02-23T16:07:43
candyad,1.54,malicious,2023-02-23T16:57:46
adultra,1.46,malicious,2023-02-23T17:00:35
candyurl,2.83,malicious,2023-02-23T17:01:30
admc,7.87,malicious,2023-02-23T21:37:31
adhttp,2.51,malicious,2023-02-23T21:45:42
admask,10.81,malicious,2023-02-24T14:37:11
ccmask,1.36,malicious,2023-02-24T14:39:20
cccraft,2.95,malicious,2023-02-24T14:48:06
adcontrol,9.56,malicious,2023-02-24T14:54:40
controlgrand,7.55,malicious,2023-02-24T14:57:09
controlget,3.59,malicious,2023-02-24T15:00:13
adgame,7.69,malicious,2023-02-24T15:00:28
ccgrand,8.98,malicious,2023-02-24T15:00:46
pyvis,0.3.2,benign,2023-02-24T20:29:46
adurl,8.60,malicious,2023-02-24T21:08:25
etherapi,1.0,malicious,2023-02-25T09:03:50
spacefilterapi,1.0,malicious,2023-02-25T09:08:33
adpaypal,6.24,malicious,2023-02-25T13:59:50
adsplit,10.60,malicious,2023-02-25T14:14:33
adosint,2.13,malicious,2023-02-25T14:15:10
esqultracc,5.17,malicious,2023-02-25T14:49:43
boostbot-api,1.0,malicious,2023-02-25T16:03:40
dasdhaiusd1212,1.0.117,malicious,2023-02-27T02:52:30
esqgamereplacetool,8.91,malicious,2023-02-27T13:18:19
esqrandpippush,6.67,malicious,2023-02-27T13:18:22
esqnvidiapywpip,2.81,malicious,2023-02-27T13:18:36
esqintcvgui,6.43,malicious,2023-02-27T13:18:40
esqrepymc,5.43,malicious,2023-02-27T13:18:41
esqreinfore,5.34,malicious,2023-02-27T13:18:53
esqhttpmaskload,8.19,malicious,2023-02-27T13:19:08
esqverosintint,4.74,malicious,2023-02-27T13:19:15
esqurlosinthydra,10.26,malicious,2023-02-27T13:19:22
esqlibpullreplace,6.11,malicious,2023-02-27T13:19:41
esqinfovirtualgame,3.2,malicious,2023-02-27T13:19:45
esqstudyedgrand,10.14,malicious,2023-02-27T13:20:02
esqmaskvirtualcpu,10.12,malicious,2023-02-27T13:20:04
esqgrandvirtualget,4.22,malicious,2023-02-27T13:22:21
esqhttppaypalurl,4.13,malicious,2023-02-27T13:22:44
esqpaypalvisaencode,1.7,malicious,2023-02-27T13:22:54
esqreultramask,6.89,malicious,2023-02-27T13:23:03
esqgetultragui,5.56,malicious,2023-02-27T13:23:44
esqintstringcraft,9.30,malicious,2023-02-27T13:23:46
esqvirtualkillsuper,9.16,malicious,2023-02-27T13:23:46
esqnvidiavmget,1.15,malicious,2023-02-27T13:24:25
esqstringpingcraft,7.91,malicious,2023-02-27T13:24:55
esqpostloadping,6.22,malicious,2023-02-27T13:25:11
esqnvidiaultrapep,7.81,malicious,2023-02-27T13:26:50
esqstringgamere,10.81,malicious,2023-02-27T13:26:51
esqpullhackedstudy,10.24,malicious,2023-02-27T13:27:01
esqstringminecv,3.8,malicious,2023-02-27T13:28:08
esqrandomreplacecc,5.49,malicious,2023-02-27T13:28:30
esqmaskintlib,2.39,malicious,2023-02-27T13:28:31
esqmineosintpip,2.47,malicious,2023-02-27T13:28:35
esqmaskintnvidia,7.65,malicious,2023-02-27T13:28:41
esqproofpostpull,10.60,malicious,2023-02-27T13:28:57
esqpywpepcraft,7.19,malicious,2023-02-27T13:29:05
esqproofvisacandy,10.5,malicious,2023-02-27T13:29:08
